State,Abbreviation,County_Name,FIPS,Population,White,Black,American_Indian,Asian,Pacific_Islander,Multi_Race,Labor_Force,Employed,Unemployed,Unemployment_rate,Median_Household_Income,Percent_Less_Than_HS,Percent_Only_HS,Percent_Some_College,Percent_Bachelor_Or_Higher,Votes_Democrat,Votes_Gop,Total_Votes,Percent_Dem,Percent_Gop,Vote_Differential,Percent_Point_Differntial,Tweets,Tweet_Rate
Alabama,AL,Autauga County,1001,55347,42765,10604,267,664,55,992,"25,308","23,981","1,327",5.2,"$56,580 ",12.8,33.5,30.4,23.2,5908,18110,24661,0.23956855,0.734357893,"12,202",49.48%,0,0
Alabama,AL,Baldwin County,1003,203709,177362,19431,1505,1907,123,3381,"87,316","82,525","4,791",5.5,"$52,387 ",10.5,28.8,31.8,29,18409,72780,94090,0.195653098,0.77351472,"54,371",57.79%,0,0
Alabama,AL,Barbour County,1005,26489,13275,12638,153,118,49,256,"8,625","7,854",771,8.9,"$31,433 ",26.7,34.5,26.3,12.5,4848,5431,10390,0.466602502,0.522714148,583,5.61%,0,0
Alabama,AL,Bibb County,1007,22583,17179,5017,96,52,31,208,"8,490","7,929",561,6.6,"$40,767 ",19.3,42.1,27.9,10.6,1874,6733,8748,0.214220393,0.769661637,"4,859",55.54%,0,0
Alabama,AL,Blount County,1009,57673,55234,1084,377,164,64,750,"24,352","23,036","1,316",5.4,"$50,487 ",21.5,33.4,32.2,12.9,2150,22808,25384,0.084699023,0.898518752,"20,658",81.38%,0,0
Alabama,AL,Bullock County,1011,10696,2906,7483,90,25,75,117,"4,773","4,402",371,7.8,"$28,251 ",35.1,33.3,17.7,13.9,3530,1139,4701,0.750904063,0.242288875,"2,391",50.86%,0,0
Alabama,AL,Butler County,1013,20154,10793,8924,71,200,10,156,"9,142","8,452",690,7.5,"$33,868 ",22.2,37.7,25.6,14.5,3716,4891,8685,0.427864134,0.563154865,"1,175",13.53%,0,0
Alabama,AL,Calhoun County,1015,115620,87370,24486,611,1024,109,2020,"46,051","42,837","3,214",7,"$42,091 ",19.1,31.8,31.5,17.6,13197,32803,47376,0.278558764,0.692396994,"19,606",41.38%,0,0
Alabama,AL,Chambers County,1017,34123,19748,13564,92,324,20,375,"15,100","14,192",908,6,"$35,560 ",21.1,38.4,29,11.6,5763,7803,13778,0.418275512,0.56633764,"2,040",14.81%,0,0
Alabama,AL,Cherokee County,1019,25859,23957,1223,153,72,7,447,"11,197","10,588",609,5.4,"$39,144 ",20.5,36.4,29.3,13.8,1524,8809,10503,0.1451014,0.838712749,"7,285",69.36%,0,0
Alabama,AL,Chilton County,1021,43943,38256,4625,216,193,80,573,"19,021","17,943","1,078",5.7,"$42,767 ",21.6,39.2,25.1,14.1,2909,15068,18255,0.159353602,0.825417694,"12,159",66.61%,0,0
Alabama,AL,Choctaw County,1023,13170,7494,5560,24,22,2,68,"4,378","3,979",399,9.1,"$35,089 ",23.6,36.8,27.8,11.8,3109,4102,7268,0.427765548,0.564391855,993,13.66%,0,0
Alabama,AL,Clarke County,1025,24675,13345,10914,104,110,4,198,"7,994","7,054",940,11.8,"$37,317 ",19.5,43.9,23.7,12.9,5712,7109,12936,0.441558442,0.549551639,"1,397",10.80%,0,0
Alabama,AL,Clay County,1027,13555,11198,1975,81,37,0,264,"5,526","5,186",340,6.2,"$38,908 ",24.9,36.3,29.2,9.6,1234,5230,6572,0.187766281,0.795800365,"3,996",60.80%,0,0
Alabama,AL,Cleburne County,1029,15018,14180,546,66,30,13,183,"5,665","5,324",341,6,"$42,136 ",24.9,38.3,24.8,12.1,684,5738,6532,0.104715248,0.878444581,"5,054",77.37%,0,0
Alabama,AL,Coffee County,1031,51211,38949,9193,720,843,216,1290,"20,310","19,109","1,201",5.9,"$46,858 ",15.4,29.5,31.3,23.9,4194,15825,20513,0.204455711,0.771462,"11,631",56.70%,0,0
Alabama,AL,Colbert County,1033,54354,43791,8946,337,276,28,976,"23,586","21,722","1,864",7.9,"$41,171 ",16.1,34.5,30.7,18.6,7296,16718,24626,0.296272233,0.678875985,"9,422",38.26%,0,0
Alabama,AL,Conecuh County,1035,12672,6532,5912,51,25,5,147,"4,674","4,245",429,9.2,"$29,981 ",21.9,44.5,25.4,8.2,3069,3413,6543,0.469050894,0.521626165,344,5.26%,0,0
Alabama,AL,Coosa County,1037,10724,7207,3279,67,21,17,133,"4,431","4,133",298,6.7,"$36,078 ",25.9,37.6,28,8.5,1780,3376,5223,0.340800306,0.646371817,"1,596",30.56%,0,0
Alabama,AL,Covington County,1039,37835,31804,4987,259,189,4,592,"15,456","14,355","1,101",7.1,"$36,355 ",20.2,33.6,31.9,14.3,2379,13222,15818,0.15039828,0.835883171,"10,843",68.55%,0,0
Alabama,AL,Crenshaw County,1041,13963,10010,3378,76,247,9,243,"6,352","5,970",382,6,"$36,759 ",22,38,25.7,14.3,1663,4511,6252,0.265994882,0.721529111,"2,848",45.55%,0,0
Alabama,AL,Cullman County,1043,82005,78733,1243,503,439,47,1040,"36,181","34,273","1,908",5.3,"$39,290 ",18.2,34.7,32.6,14.6,3730,32734,37278,0.100059016,0.878105049,"29,004",77.80%,0,0
Alabama,AL,Dale County,1045,49565,36959,10015,421,703,76,1391,"19,758","18,503","1,255",6.4,"$45,294 ",14.6,32.2,36.8,16.4,4408,13798,18617,0.236772842,0.741150561,"9,390",50.44%,0,0
Alabama,AL,Dallas County,1047,41131,11876,28655,87,178,15,320,"15,566","14,064","1,502",9.6,"$29,682 ",21.9,34.6,29.4,14,12826,5784,18730,0.684783769,0.308809397,"7,042",37.60%,0,0
Alabama,AL,DeKalb County,1049,71130,65736,1546,1497,262,511,1578,"28,858","27,118","1,740",6,"$37,305 ",27.6,35.2,26,11.2,3682,21779,26086,0.141148509,0.834892279,"18,097",69.37%,0,0
Alabama,AL,Elmore County,1051,81468,61699,17381,365,590,93,1340,"36,075","34,236","1,839",5.1,"$53,548 ",13.4,35.4,29.8,21.4,8436,27619,36905,0.228586912,0.748380978,"19,183",51.98%,0,0
Alabama,AL,Escambia County,1053,37789,23411,12266,1307,110,20,675,"14,575","13,555","1,020",7,"$36,840 ",20.1,42.1,25.2,12.5,4698,10282,15213,0.308814829,0.675869322,"5,584",36.71%,0,0
Alabama,AL,Etowah County,1055,103057,83492,16168,622,845,295,1635,"43,203","40,559","2,644",6.1,"$42,145 ",17.5,31.9,34.5,16,10350,32132,43474,0.238073331,0.739108433,"21,782",50.10%,0,0
Alabama,AL,Fayette County,1057,16759,14418,2030,75,43,1,192,"6,396","5,948",448,7,"$37,085 ",22.4,38.8,24.6,14.1,1358,6705,8196,0.165690581,0.818081991,"5,347",65.24%,0,0
Alabama,AL,Franklin County,1059,31696,28972,1589,462,114,78,481,"13,615","12,744",871,6.4,"$38,535 ",25.4,37.5,25.7,11.4,2197,9466,11955,0.18377248,0.791802593,"7,269",60.80%,0,0
Alabama,AL,Geneva County,1061,26777,23304,2582,270,111,17,493,"10,806","10,173",633,5.9,"$36,289 ",21,37.1,29.6,12.3,1522,9967,11659,0.130542928,0.854876061,"8,445",72.43%,0,0
Alabama,AL,Greene County,1063,8479,1575,6805,22,18,0,59,"2,895","2,576",319,11,"$25,398 ",24.1,38.9,26,10.9,4006,838,4862,0.823940765,0.172357055,"3,168",65.16%,0,0
Alabama,AL,Hale County,1065,15068,6199,8702,29,36,1,101,"6,102","5,624",478,7.8,"$35,470 ",19.3,42.9,23.9,13.9,4772,3172,8010,0.595755306,0.396004994,"1,600",19.98%,0,0
Alabama,AL,Henry County,1067,17221,12161,4658,61,126,3,212,"6,735","6,279",456,6.8,"$42,501 ",21.2,35.5,26.8,16.5,2286,5623,8017,0.285144069,0.701384558,"3,337",41.62%,0,0
Alabama,AL,Houston County,1069,104173,72895,27767,541,962,78,1930,"44,743","41,978","2,765",6.2,"$43,568 ",15.3,33.1,31,20.6,10547,30567,42030,0.250939805,0.727266238,"20,020",47.63%,0,0
Alabama,AL,Jackson County,1071,52419,47909,1902,852,277,62,1417,"23,512","21,963","1,549",6.6,"$40,201 ",23.1,39.8,24.6,12.4,3663,16643,20785,0.17623286,0.800721674,"12,980",62.45%,0,0
Alabama,AL,Jefferson County,1073,660367,354959,284302,2200,10818,351,7737,"309,229","291,303","17,926",5.8,"$48,415 ",11.6,26.5,31.2,30.8,151581,130614,290111,0.522493115,0.450220778,"20,967",7.23%,291,0.000441
Alabama,AL,Lamar County,1075,13886,12105,1532,27,12,2,208,"5,633","5,278",355,6.3,"$36,520 ",22.6,37.1,28.8,11.5,1035,5819,6931,0.149329101,0.839561391,"4,784",69.02%,0,0
Alabama,AL,Lauderdale County,1077,92596,80333,9596,419,790,55,1403,"42,714","39,750","2,964",6.9,"$43,008 ",15.7,34.1,28.4,21.8,9877,27735,38813,0.254476593,0.714580166,"17,858",46.01%,0,0
Alabama,AL,Lawrence County,1079,33115,25905,3701,1927,82,7,1493,"13,864","12,802","1,062",7.7,"$41,771 ",21.1,40.6,27.1,11.1,3611,10732,14623,0.246939752,0.73391233,"7,121",48.70%,0,0
Alabama,AL,Lee County,1081,156993,110965,37378,692,5341,148,2469,"71,548","67,888","3,660",5.1,"$46,442 ",11.4,25.5,29.1,34,20987,34321,57668,0.363928002,0.595148089,"13,334",23.12%,0,0
Alabama,AL,Limestone County,1083,91663,74967,12418,733,1373,178,1994,"39,607","37,445","2,162",5.5,"$55,060 ",16.9,32.1,27.8,23.2,9340,28824,39400,0.237055838,0.731573604,"19,484",49.45%,6,0.000068
Alabama,AL,Lowndes County,1085,10458,2735,7571,30,32,4,86,"3,824","3,381",443,11.6,"$31,117 ",25.9,35.3,24.7,14.1,4882,1751,6676,0.731276213,0.262282804,"3,131",46.90%,0,0
Alabama,AL,Macon County,1087,19105,3258,15456,38,65,4,284,"7,978","7,334",644,8.1,"$29,522 ",18.6,30.9,31.2,19.3,7237,1394,8748,0.827274806,0.159350709,"5,843",66.79%,0,0
Alabama,AL,Madison County,1089,353089,244030,87343,2969,9396,406,8945,"169,738","160,435","9,303",5.5,"$59,117 ",9.3,21.3,30,39.4,62435,89199,159473,0.39150828,0.559336063,"26,764",16.78%,1,0.000003
Alabama,AL,Marengo County,1091,20028,9493,10206,53,61,36,179,"7,357","6,787",570,7.7,"$35,389 ",15.4,42,27.4,15.3,5607,5224,10948,0.512148338,0.477164779,383,3.50%,0,0
Alabama,AL,Marion County,1093,30168,28265,1309,113,89,19,373,"12,439","11,569",870,7,"$34,977 ",21.9,34.5,32.1,11.5,1432,11273,12912,0.110904585,0.873063817,"9,841",76.22%,0,0
Alabama,AL,Marshall County,1095,94725,88496,2678,1012,737,221,1581,"40,348","38,019","2,329",5.8,"$40,599 ",22.5,31.9,29,16.6,4913,29217,34965,0.140511941,0.835607036,"24,304",69.51%,0,0
Alabama,AL,Mobile County,1097,415395,248463,147472,4014,8599,269,6578,"183,097","170,286","12,811",7,"$42,530 ",14.7,32.8,30.5,22,68429,91087,163387,0.41881545,0.557492334,"22,658",13.87%,0,0
Alabama,AL,Monroe County,1099,21673,12060,8874,287,96,11,345,"7,301","6,565",736,10.1,"$35,163 ",19.2,44.7,23.9,12.2,4310,5771,10185,0.42317133,0.566617575,"1,461",14.34%,0,0
Alabama,AL,Montgomery County,1101,226519,87155,129059,728,6287,239,3051,"103,579","97,194","6,385",6.2,"$42,666 ",14.6,26,28.2,31.1,58669,33928,94572,0.620363321,0.358753119,"24,741",26.16%,0,0
Alabama,AL,Morgan County,1103,119565,99627,15172,1293,929,142,2402,"55,106","51,888","3,218",5.8,"$47,234 ",17.2,31,30.5,21.3,11216,37392,49991,0.224360385,0.747974635,"26,176",52.36%,0,0
Alabama,AL,Perry County,1105,9652,3026,6495,20,49,5,57,"3,501","3,152",349,10,"$26,218 ",25.4,38.6,22.7,13.2,3823,1403,5255,0.727497621,0.266983825,"2,420",46.05%,0,0
Alabama,AL,Pickens County,1107,20864,12147,8346,51,65,67,188,"7,820","7,291",529,6.8,"$33,160 ",21.3,42.2,26.6,9.9,3972,5454,9494,0.418369497,0.574468085,"1,482",15.61%,0,0
Alabama,AL,Pike County,1109,33046,19263,12232,231,738,37,545,"14,929","13,923","1,006",6.7,"$34,442 ",20.3,33.9,22.5,23.4,5039,7681,13025,0.386871401,0.589712092,"2,642",20.28%,0,0
Alabama,AL,Randolph County,1111,22696,17611,4548,102,85,16,334,"9,443","8,888",555,5.9,"$37,333 ",24.3,35.6,25.1,15.1,2290,7697,10130,0.226061204,0.75982231,"5,407",53.38%,0,0
Alabama,AL,Russell County,1113,59660,31031,26092,332,530,165,1510,"24,283","22,823","1,460",6,"$36,124 ",17.7,31.4,33.8,17.1,9577,9210,19136,0.500470318,0.481291806,367,1.92%,0,0
Alabama,AL,St. Clair County,1115,87074,76429,8393,336,733,60,1123,"38,172","36,171","2,001",5.2,"$53,558 ",16.8,35.5,32,15.6,5550,31579,37937,0.146295174,0.832406358,"26,029",68.61%,0,0
Alabama,AL,Shelby County,1117,208713,174418,26063,778,4525,99,2830,"106,491","101,981","4,510",4.2,"$70,879 ",8.6,21.4,29.2,40.8,22927,72846,99208,0.231100314,0.734275462,"49,919",50.32%,27,0.000317
Alabama,AL,Sumter County,1119,13103,3401,9456,17,163,3,63,"5,109","4,702",407,8,"$25,931 ",21.7,40.5,21.5,16.3,4739,1581,6391,0.741511501,0.247379127,"3,158",49.41%,0,0
Alabama,AL,Talladega County,1121,80862,52474,26332,322,523,19,1192,"35,169","32,859","2,310",6.6,"$37,911 ",20.7,36.3,29.9,13.1,12108,20596,33218,0.364501174,0.620025287,"8,488",25.55%,0,0
Alabama,AL,Tallapoosa County,1123,40844,28808,11164,160,208,15,489,"18,717","17,570","1,147",6.1,"$39,051 ",20.2,34.4,28.1,17.3,5271,12967,18504,0.284857328,0.700767402,"7,696",41.59%,0,0
Alabama,AL,Tuscaloosa County,1125,203976,133806,64015,688,2996,139,2332,"98,051","92,704","5,347",5.5,"$47,868 ",13,30.5,28,28.5,31746,47701,81708,0.388529887,0.583798404,"15,955",19.53%,488,0.002457
Alabama,AL,Walker County,1127,65294,59510,4159,324,329,66,906,"25,476","23,637","1,839",7.2,"$37,305 ",21.7,36.5,31,10.8,4486,24208,29243,0.153404233,0.827822043,"19,722",67.44%,0,0
Alabama,AL,Washington County,1129,16804,11043,4080,1330,102,17,232,"6,702","6,108",594,8.9,"$42,658 ",19.5,46.1,24.5,9.9,2366,6031,8492,0.278615167,0.710197833,"3,665",43.16%,0,0
Alabama,AL,Wilcox County,1131,11059,3135,7813,24,14,3,70,"2,812","2,400",412,14.7,"$23,014 ",22.6,41.3,23.5,12.5,4329,1737,6095,0.710254307,0.284987695,"2,592",42.53%,0,0
Alabama,AL,Winston County,1133,23877,22957,263,200,72,46,339,"9,367","8,655",712,7.6,"$36,497 ",25.6,33.7,29.3,11.4,871,9225,10255,0.084934178,0.89956119,"8,354",81.46%,0,0
Alaska,AK,Aleutians East Borough,2013,3341,802,352,657,1395,24,111,"2,469","2,389",80,3.2,"$57,015 ",18.3,39.4,28.2,14,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Aleutians West Census Area,2016,5702,2112,431,702,2065,136,256,"4,095","3,938",157,3.8,"$80,695 ",16,37,32.2,14.7,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Anchorage Municipality,2020,298695,195631,18632,24886,28567,7272,23707,"158,216","150,301","7,915",5,"$77,791 ",7,24.1,35.6,33.2,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,17,0.000057
Alaska,AK,Bethel Census Area,2050,17946,2169,159,14638,191,45,744,"7,315","6,260","1,055",14.4,"$44,849 ",21,43.6,23.7,11.6,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Bristol Bay Borough,2060,892,414,1,305,10,4,158,390,354,36,9.2,"$66,373 ",8,30.7,41.3,20,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Denali Borough,2068,1919,1654,31,82,52,1,99,"1,064",971,93,8.7,"$73,000 ",4.8,23.9,38,33.3,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Dillingham Census Area,2070,4997,929,32,3520,54,8,454,"2,036","1,839",197,9.7,"$50,753 ",13.5,38.1,32.2,16.2,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Fairbanks North Star Borough,2090,99631,76657,5692,7212,3189,589,6292,"46,486","43,959","2,527",5.4,"$70,881 ",5.6,23.4,39.2,31.7,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,13,0.00013
Alaska,AK,Haines Borough,2100,2534,1970,18,264,29,2,251,"1,098",991,107,9.7,"$57,876 ",4.6,27.7,32.1,35.6,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Hoonah-Angoon Census Area,2105,2133,1050,16,811,31,2,223,"1,135",965,170,15,"$53,726 ",9.6,31.3,32.4,26.6,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Juneau City and Borough,2110,32756,22810,480,3907,2126,389,3044,"17,308","16,508",800,4.6,"$82,892 ",5.2,21.1,35.2,38.5,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Kenai Peninsula Borough,2122,58059,48819,470,4376,814,177,3403,"27,486","25,331","2,155",7.8,"$62,025 ",6.6,33.1,37.5,22.8,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Ketchikan Gateway Borough,2130,13709,9320,129,1868,1113,36,1243,"7,023","6,546",477,6.8,"$65,314 ",8.1,32.8,35.3,23.8,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Kodiak Island Borough,2150,13889,7945,203,1785,2861,144,951,"6,540","6,221",319,4.9,"$67,515 ",9.6,27.3,38.4,24.7,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Lake and Peninsula Borough,2164,1563,395,18,976,13,5,156,637,556,81,12.7,"$42,120 ",12.7,42.9,31.5,12.9,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Matanuska-Susitna Borough,2170,101095,84340,1386,6676,1520,369,6804,"44,865","41,360","3,505",7.8,"$76,601 ",7.7,31.6,39.9,20.7,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Nome Census Area,2180,9846,1690,67,7337,123,15,614,"4,159","3,674",485,11.7,"$52,952 ",15.4,41.3,29.2,14.1,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,North Slope Borough,2185,9687,3300,142,5008,571,166,500,"4,424","4,178",246,5.6,"$70,834 ",11.3,36.8,38,13.9,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Northwest Arctic Borough,2188,7752,1022,94,6085,70,18,463,"2,978","2,515",463,15.5,"$53,774 ",21.3,43.6,24.5,10.6,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Petersburg Census Area,2195,3177,2442,72,313,100,18,232,"1,524","1,389",135,8.9,"$63,098 ",6,31.2,37.4,25.3,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Prince of Wales-Hyder Census Area,2198,6341,3006,27,2673,42,26,567,"2,792","2,444",348,12.5,"$45,305 ",9.4,40.9,34.1,15.5,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Sitka City and Borough,2220,8863,5917,95,1414,614,31,792,"4,638","4,427",211,4.5,"$68,472 ",7.2,22.1,39.5,31.2,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Skagway Municipality,2230,1057,936,4,58,12,2,45,810,717,93,11.5,"$65,878 ",2.7,29,32.4,35.9,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Southeast Fairbanks Census Area,2240,6839,5434,105,785,126,38,351,"2,963","2,642",321,10.8,"$60,203 ",7.9,33.2,41,17.9,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Valdez-Cordova Census Area,2261,9362,6934,90,1240,392,77,629,"4,820","4,396",424,8.8,"$70,101 ",7.5,27.2,36.6,28.7,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Wrangell City and Borough,2275,2382,1679,11,401,45,1,245,"1,042",961,81,7.8,"$54,500 ",9.8,35.6,34.7,19.9,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Yakutat City and Borough,2282,613,244,18,221,26,10,94,266,244,22,8.3,"$53,795 ",5.5,44.7,34.5,15.3,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Alaska,AK,Yukon-Koyukuk Census Area,2290,5533,1297,30,3895,18,7,286,"2,451","2,009",442,18,"$37,755 ",17.8,40.1,31,11.2,93003,130413,246588,0.377159472,0.528870018,"37,410",15.17%,0,0
Arizona,AZ,Apache County,4001,71474,16655,708,52508,268,43,1292,"20,686","17,913","2,773",13.4,"$31,072 ",23.2,33.4,32.6,10.8,12196,5315,18659,0.653625596,0.284849134,"6,881",36.88%,15,0.00011
Arizona,AZ,Cochise County,4003,126427,111024,5955,2231,2765,504,3948,"50,040","46,325","3,715",7.4,"$43,451 ",13.4,23.4,40.4,22.9,15291,25036,43147,0.354393121,0.580248916,"9,745",22.59%,0,0
Arizona,AZ,Coconino County,4005,139097,92359,2347,37619,2608,278,3886,"73,041","68,255","4,786",6.6,"$51,955 ",11.6,21.3,33.5,33.6,25308,16573,44929,0.563288744,0.368870885,"8,735",19.44%,0,0
Arizona,AZ,Gila County,4007,53159,42411,505,8906,413,63,861,"21,243","19,552","1,691",8,"$41,346 ",16,30,37.3,16.7,6746,13672,21398,0.315263109,0.638938219,"6,926",32.37%,0,0
Arizona,AZ,Graham County,4009,37666,30650,795,5215,246,84,676,"14,649","13,563","1,086",7.4,"$44,169 ",15.2,32.9,38.7,13.2,3301,8025,11939,0.276488818,0.672166848,"4,724",39.57%,0,0
Arizona,AZ,Greenlee County,4011,9529,8673,185,344,80,10,237,"4,037","3,717",320,7.9,"$58,854 ",14.3,37.5,37.4,10.8,1092,1892,3243,0.336725254,0.583410422,800,24.67%,2035,0.000516
Arizona,AZ,La Paz County,4012,20152,15498,257,3609,196,21,571,"8,164","7,542",622,7.6,"$34,835 ",24.1,36.6,29.4,9.9,1318,3381,4931,0.267288582,0.685662137,"2,063",41.84%,4,0.00002
Arizona,AZ,Maricopa County,4013,4167947,3499973,245293,116628,175891,11564,118598,"2,007,847","1,903,920","103,927",5.2,"$56,017 ",13.2,23,33.3,30.4,549040,590465,1201934,0.456797129,0.491262415,"41,425",3.45%,0,0
Arizona,AZ,Mohave County,4015,204737,188102,2797,6066,2521,453,4798,"79,310","72,947","6,363",8,"$40,360 ",16,35.7,36.5,11.8,16485,54656,74189,0.222202752,0.73671299,"38,171",51.45%,52,0.000052
Arizona,AZ,Navajo County,4017,108277,54852,1416,48932,783,124,2170,"40,995","37,023","3,972",9.7,"$37,658 ",18.5,29.5,37.2,14.7,15362,18165,35409,0.433844503,0.513005168,"2,803",7.92%,0,0
Arizona,AZ,Pima County,4019,1010025,861889,41709,43355,31892,2372,28808,"464,150","438,363","25,787",5.6,"$47,107 ",12.4,22.8,34.5,30.3,195649,147019,360762,0.542321531,0.40752352,"48,630",13.48%,171,0.003615
Arizona,AZ,Pinal County,4021,406584,337840,20338,27463,7781,1773,11389,"157,284","147,321","9,963",6.3,"$50,888 ",15,30.1,36.9,18,35737,53857,93805,0.380971164,0.574137839,"18,120",19.32%,0,0
Arizona,AZ,Santa Cruz County,4023,46461,44608,441,619,355,55,383,"20,013","17,710","2,303",11.5,"$34,893 ",26.8,25.3,25.9,22,10684,3650,14926,0.715797936,0.244539729,"7,034",47.13%,0,0
Arizona,AZ,Yavapai County,4025,222255,207608,2129,4897,2422,323,4876,"97,545","92,111","5,434",5.6,"$47,220 ",10.3,25.6,38.4,25.6,29705,58862,92780,0.320165984,0.634425523,"29,157",31.43%,0,0
Arizona,AZ,Yuma County,4027,204275,186274,5592,4576,3241,499,4093,"93,702","73,256","20,446",21.8,"$40,426 ",28.9,25,31.7,14.4,18336,20586,40759,0.449863834,0.505066366,"2,250",5.52%,0,0
Arkansas,AR,Arkansas County,5001,18433,13397,4488,72,178,4,294,"9,441","9,027",414,4.4,"$41,179 ",17.9,42.5,27.2,12.4,1939,3825,6167,0.314415437,0.620236744,"1,886",30.58%,0,0
Arkansas,AR,Ashley County,5003,20838,14990,5303,161,53,15,316,"8,216","7,561",655,8,"$39,871 ",15.1,41.4,30.3,13.2,2408,5338,8027,0.299987542,0.665005606,"2,930",36.50%,21,0.00009
Arkansas,AR,Baxter County,5005,41053,39729,166,282,230,22,624,"16,272","15,349",923,5.7,"$36,902 ",12.6,35.6,34,17.9,4163,14655,19572,0.212701819,0.748773758,"10,492",53.61%,0,0
Arkansas,AR,Benton County,5007,249672,223543,5042,4729,9241,1095,6022,"120,331","115,664","4,667",3.9,"$60,294 ",13.2,30.8,25.8,30.2,27894,60751,94262,0.295919883,0.644490887,"32,857",34.86%,0,0
Arkansas,AR,Boone County,5009,37222,35788,188,299,217,31,699,"15,787","14,985",802,5.1,"$40,909 ",14.2,35.9,35.2,14.7,2925,12225,15912,0.183823529,0.768288084,"9,300",58.45%,0,0
Arkansas,AR,Bradley County,5011,11094,7578,3087,187,51,4,187,"4,435","4,159",276,6.2,"$37,331 ",20.5,42.1,24.5,13,1317,2163,3617,0.364113907,0.5980094,846,23.39%,0,0
Arkansas,AR,Calhoun County,5013,5229,3951,1147,28,12,1,90,"2,360","2,223",137,5.8,"$40,526 ",19.3,49.3,21,10.4,636,1554,2250,0.282666667,0.690666667,918,40.80%,0,0
Arkansas,AR,Carroll County,5015,27704,26097,246,348,257,203,553,"12,576","11,978",598,4.8,"$37,587 ",16.8,35,31.5,16.7,3334,6773,10656,0.312875375,0.635604354,"3,439",32.27%,0,0
Arkansas,AR,Chicot County,5017,11027,4847,5957,56,62,4,101,"3,734","3,384",350,9.4,"$29,968 ",21.1,44.6,23.3,11.1,2350,1716,4149,0.566401543,0.413593637,634,15.28%,0,0
Arkansas,AR,Clark County,5019,22633,16582,5408,147,168,11,317,"9,463","8,922",541,5.7,"$37,856 ",13.2,33.6,29.4,23.9,3606,4398,8365,0.431081889,0.525762104,792,9.47%,0,0
Arkansas,AR,Clay County,5021,15109,14695,109,66,36,3,200,"6,315","5,882",433,6.9,"$35,324 ",21.4,43.8,23.9,11,1999,3779,5978,0.334392774,0.632151221,"1,780",29.78%,0,0
Arkansas,AR,Cleburne County,5023,25467,24663,137,196,88,9,374,"9,607","8,916",691,7.2,"$43,913 ",15,39.2,29,16.8,2101,9454,11968,0.175551471,0.78993984,"7,353",61.44%,0,0
Arkansas,AR,Cleveland County,5025,8311,7193,950,36,10,4,118,"3,416","3,219",197,5.8,"$44,123 ",13.8,44.8,26.1,15.4,723,2460,3299,0.21915732,0.745680509,"1,737",52.65%,0,0
Arkansas,AR,Columbia County,5027,24114,14686,8680,130,269,9,340,"9,522","8,879",643,6.8,"$38,057 ",15.8,38.2,25.9,20,3140,5456,8837,0.355324205,0.617404096,"2,316",26.21%,0,0
Arkansas,AR,Conway County,5029,21019,17857,2397,177,119,6,463,"8,635","8,090",545,6.3,"$43,702 ",15.7,42.1,25.7,16.5,2655,4844,7837,0.338777593,0.618093658,"2,189",27.93%,0,0
